Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 45100 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 13:28:19
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 45101/100000
Current learning rate: 2.591197e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   45150 |   9.74e+04 |   3.49e+02 |  -2.86e+09 |   1.62e+04 |   3.92e+04 |   -2.86e+01 |   2.59e-06 |   2.84e-01 |      7553.94 |    78.55 |  1436m 14s | Model saved         
   45200 |   9.67e+04 |   3.48e+02 |  -2.17e+09 |   1.63e+04 |   3.88e+04 |   -2.17e+01 |   2.59e-06 |   2.84e-01 |      7553.94 |   114.37 |  1762m 04s | Model saved         
   45250 |   9.63e+04 |   3.48e+02 |  -2.77e+09 |   1.61e+04 |   3.87e+04 |   -2.77e+01 |   2.59e-06 |   2.84e-01 |      7553.94 |    89.05 |  1715m 23s | Model saved         
   45300 |   9.57e+04 |   3.46e+02 |  -3.23e+09 |   1.61e+04 |   3.84e+04 |   -3.23e+01 |   2.46e-06 |   2.84e-01 |      7553.94 |    78.52 |  1643m 18s | Model saved         
   45350 |   9.53e+04 |   3.48e+02 |  -2.77e+09 |   1.62e+04 |   3.81e+04 |   -2.77e+01 |   2.46e-06 |   2.84e-01 |      7553.94 |    88.19 |  1634m 43s | Model saved         
   45400 |   9.47e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.78e+04 |   -3.23e+01 |   2.46e-06 |   2.84e-01 |      7553.94 |    77.57 |  1596m 20s | Model saved         
   45450 |   9.43e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.76e+04 |   -2.77e+01 |   2.46e-06 |   2.84e-01 |      7553.94 |    88.10 |  1595m 52s | Model saved         
   45500 |   9.38e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.73e+04 |   -3.23e+01 |   2.34e-06 |   2.84e-01 |      7553.94 |    77.48 |  1571m 02s | Model saved         
   45550 |   9.34e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.71e+04 |   -2.77e+01 |   2.34e-06 |   2.84e-01 |      7553.94 |    87.98 |  1572m 38s | Model saved         
   45600 |   9.28e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.68e+04 |   -3.23e+01 |   2.34e-06 |   2.84e-01 |      7553.94 |    77.14 |  1553m 57s | Model saved         
   45650 |   9.25e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.66e+04 |   -2.77e+01 |   2.34e-06 |   2.84e-01 |      7553.94 |    88.16 |  1556m 35s | Model saved         
   45700 |   9.19e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.63e+04 |   -3.23e+01 |   2.22e-06 |   2.84e-01 |      7553.94 |    86.56 |  1556m 07s | Model saved         
   45750 |   9.16e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.61e+04 |   -2.77e+01 |   2.22e-06 |   2.84e-01 |      7553.94 |    98.17 |  1571m 39s | Model saved         
   45800 |   9.11e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.59e+04 |   -3.23e+01 |   2.22e-06 |   2.84e-01 |      7553.94 |    89.11 |  1573m 02s | Model saved         
   45850 |   9.07e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.57e+04 |   -2.77e+01 |   2.22e-06 |   2.84e-01 |      7553.94 |    95.98 |  1582m 18s | Model saved         
   45900 |   9.02e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.54e+04 |   -3.23e+01 |   2.11e-06 |   2.84e-01 |      7553.94 |    80.92 |  1573m 15s | Model saved         
   45950 |   8.99e+04 |   3.47e+02 |  -2.77e+09 |   1.62e+04 |   3.52e+04 |   -2.77e+01 |   2.11e-06 |   2.84e-01 |      7553.94 |    94.96 |  1579m 59s | Model saved         
   46000 |   8.94e+04 |   3.45e+02 |  -3.23e+09 |   1.62e+04 |   3.50e+04 |   -3.23e+01 |   2.11e-06 |   2.70e-01 |      7553.94 |    93.08 |  1583m 54s | Model saved         
   46050 |   8.91e+04 |   3.55e+02 |  -2.76e+09 |   1.66e+04 |   3.47e+04 |   -2.76e+01 |   2.11e-06 |   2.70e-01 |      7553.94 |    91.88 |  1586m 07s | Model saved         
   46100 |   8.86e+04 |   3.52e+02 |  -3.22e+09 |   1.66e+04 |   3.45e+04 |   -3.22e+01 |   2.01e-06 |   2.70e-01 |      7553.94 |    84.92 |  1581m 42s | Model saved         
   46150 |   8.83e+04 |   3.54e+02 |  -2.76e+09 |   1.66e+04 |   3.43e+04 |   -2.76e+01 |   2.01e-06 |   2.70e-01 |      7553.94 |    90.47 |  1582m 18s | Model saved         
   46200 |   8.79e+04 |   3.51e+02 |  -3.22e+09 |   1.66e+04 |   3.41e+04 |   -3.22e+01 |   2.01e-06 |   2.70e-01 |      7553.94 |    76.55 |  1571m 23s | Model saved         
   46250 |   8.76e+04 |   3.53e+02 |  -2.76e+09 |   1.66e+04 |   3.39e+04 |   -2.76e+01 |   2.01e-06 |   2.70e-01 |      7553.94 |    86.68 |  1569m 11s | Model saved         
   46300 |   8.71e+04 |   3.51e+02 |  -3.22e+09 |   1.66e+04 |   3.37e+04 |   -3.22e+01 |   1.90e-06 |   2.70e-01 |      7553.94 |    76.87 |  1559m 44s | Model saved         
   46350 |   8.69e+04 |   3.53e+02 |  -2.76e+09 |   1.66e+04 |   3.36e+04 |   -2.76e+01 |   1.90e-06 |   2.70e-01 |      7553.94 |    86.79 |  1558m 02s | Model saved         
   46400 |   8.64e+04 |   3.51e+02 |  -3.22e+09 |   1.66e+04 |   3.33e+04 |   -3.22e+01 |   1.90e-06 |   2.70e-01 |      7553.94 |    74.98 |  1548m 15s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 46400 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 14:06:51
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 46401/100000
Current learning rate: 1.904768e-06
Lowest loss so far: -4.149937e+01
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   46450 |   8.59e+04 |   3.43e+02 |  -3.25e+09 |   2.48e+04 |   1.63e+04 |   3.32e+04 |   -3.25e+01 |   1.90e-06 |   2.84e-01 |      7553.94 |   103.53 |  1847m 56s | Model saved         
   46500 |   8.53e+04 |   3.44e+02 |  -3.87e+09 |   2.66e+04 |   1.62e+04 |   3.28e+04 |   -3.87e+01 |   1.81e-06 |   2.84e-01 |      7553.94 |    77.21 |  1611m 32s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 46500 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 14:10:45
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 46501/100000
Current learning rate: 1.809530e-06
Lowest loss so far: -4.149937e+01
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   46550 |   8.46e+04 |   3.44e+02 |  -3.22e+09 |   2.40e+04 |   1.63e+04 |   3.26e+04 |   -3.22e+01 |   1.81e-06 |   2.84e-01 |      7553.94 |    79.54 |  1417m 11s | Model saved         
   46600 |   8.41e+04 |   3.44e+02 |  -3.18e+09 |   2.38e+04 |   1.63e+04 |   3.22e+04 |   -3.18e+01 |   1.81e-06 |   2.84e-01 |      7553.94 |    77.43 |  1397m 02s | Model saved         
   46650 |   8.36e+04 |   3.45e+02 |  -2.78e+09 |   2.25e+04 |   1.63e+04 |   3.20e+04 |   -2.78e+01 |   1.81e-06 |   2.84e-01 |      7553.94 |    88.89 |  1457m 23s | Model saved         
   46700 |   8.30e+04 |   3.44e+02 |  -3.23e+09 |   2.31e+04 |   1.62e+04 |   3.16e+04 |   -3.23e+01 |   1.72e-06 |   2.84e-01 |      7553.94 |    77.82 |  1437m 38s | Model saved         
   46750 |   8.26e+04 |   3.46e+02 |  -2.78e+09 |   2.20e+04 |   1.63e+04 |   3.14e+04 |   -2.78e+01 |   1.72e-06 |   2.84e-01 |      7553.94 |    88.65 |  1463m 43s | Model saved         
   46800 |   8.20e+04 |   3.44e+02 |  -3.23e+09 |   2.26e+04 |   1.62e+04 |   3.12e+04 |   -3.23e+01 |   1.72e-06 |   2.84e-01 |      7553.94 |    77.88 |  1448m 49s | Model saved         
   46850 |   8.16e+04 |   3.46e+02 |  -2.78e+09 |   2.15e+04 |   1.63e+04 |   3.10e+04 |   -2.78e+01 |   1.72e-06 |   2.84e-01 |      7553.94 |    88.31 |  1464m 11s | Model saved         
   46900 |   8.11e+04 |   3.44e+02 |  -3.23e+09 |   2.21e+04 |   1.62e+04 |   3.07e+04 |   -3.23e+01 |   1.63e-06 |   2.84e-01 |      7553.94 |    78.21 |  1452m 59s | Model saved         
   46950 |   8.08e+04 |   3.46e+02 |  -2.78e+09 |   2.11e+04 |   1.63e+04 |   3.05e+04 |   -2.78e+01 |   1.63e-06 |   2.84e-01 |      7553.94 |    89.04 |  1465m 16s | Model saved         
   47000 |   8.03e+04 |   3.44e+02 |  -3.23e+09 |   2.17e+04 |   1.63e+04 |   3.03e+04 |   -3.23e+01 |   1.63e-06 |   2.70e-01 |      7553.94 |    78.77 |  1456m 40s | Model saved         
   47050 |   8.00e+04 |   3.54e+02 |  -2.76e+09 |   2.07e+04 |   1.66e+04 |   3.01e+04 |   -2.76e+01 |   1.63e-06 |   2.70e-01 |      7553.94 |    94.07 |  1473m 55s | Model saved         
   47100 |   7.96e+04 |   3.51e+02 |  -3.22e+09 |   2.12e+04 |   1.66e+04 |   2.99e+04 |   -3.22e+01 |   1.55e-06 |   2.70e-01 |      7553.94 |    78.38 |  1465m 00s | Model saved         
   47150 |   7.93e+04 |   3.53e+02 |  -2.76e+09 |   2.03e+04 |   1.67e+04 |   2.97e+04 |   -2.76e+01 |   1.55e-06 |   2.70e-01 |      7553.94 |    86.37 |  1468m 04s | Model saved         
   47200 |   7.88e+04 |   3.51e+02 |  -3.22e+09 |   2.09e+04 |   1.66e+04 |   2.95e+04 |   -3.22e+01 |   1.55e-06 |   2.70e-01 |      7553.94 |    74.31 |  1455m 20s | Model saved         
   47250 |   7.86e+04 |   3.52e+02 |  -2.76e+09 |   1.99e+04 |   1.67e+04 |   2.94e+04 |   -2.76e+01 |   1.55e-06 |   2.70e-01 |      7553.94 |    84.13 |  1455m 39s | Model saved         
   47300 |   7.82e+04 |   3.50e+02 |  -3.22e+09 |   2.05e+04 |   1.66e+04 |   2.92e+04 |   -3.22e+01 |   1.47e-06 |   2.70e-01 |      7553.94 |    73.67 |  1444m 16s | Model saved         
   47350 |   7.79e+04 |   3.52e+02 |  -2.76e+09 |   1.96e+04 |   1.67e+04 |   2.90e+04 |   -2.76e+01 |   1.47e-06 |   2.70e-01 |      7553.94 |    84.18 |  1444m 55s | Model saved         
   47400 |   7.75e+04 |   3.50e+02 |  -3.22e+09 |   2.02e+04 |   1.66e+04 |   2.89e+04 |   -3.22e+01 |   1.47e-06 |   2.70e-01 |      7553.94 |    73.44 |  1434m 53s | Model saved         
   47450 |   7.73e+04 |   3.52e+02 |  -2.76e+09 |   1.93e+04 |   1.67e+04 |   2.87e+04 |   -2.76e+01 |   1.47e-06 |   2.70e-01 |      7553.94 |    83.85 |  1435m 23s | Model saved         
   47500 |   7.69e+04 |   3.50e+02 |  -3.22e+09 |   1.99e+04 |   1.66e+04 |   2.86e+04 |   -3.22e+01 |   1.47e-06 |   2.70e-01 |      7553.94 |    74.03 |  1427m 05s | Model saved         
   47550 |   7.67e+04 |   3.52e+02 |  -2.76e+09 |   1.90e+04 |   1.67e+04 |   2.84e+04 |   -2.76e+01 |   1.40e-06 |   2.70e-01 |      7553.94 |    83.43 |  1427m 18s | Model saved         
   47600 |   7.63e+04 |   3.50e+02 |  -3.22e+09 |   1.96e+04 |   1.66e+04 |   2.83e+04 |   -3.22e+01 |   1.40e-06 |   2.70e-01 |      7553.94 |    73.61 |  1419m 34s | Model saved         
   47650 |   7.61e+04 |   3.51e+02 |  -2.76e+09 |   1.87e+04 |   1.67e+04 |   2.82e+04 |   -2.76e+01 |   1.40e-06 |   2.70e-01 |      7553.94 |    84.84 |  1420m 55s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 47650 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 19:12:41
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 47651/100000
Current learning rate: 1.400180e-06
Lowest loss so far: -4.149937e+01
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   47700 |   7.58e+04 |   3.42e+02 |  -6.66e+04 |   1.63e+04 |   2.81e+04 |    5.68e+02 |    1.96e+05 |   -3.08e+01 |   1.40e-06 |   2.84e-01 |     73610.04 |    87.17 |  1519m 40s | Model saved         
   47750 |   7.56e+04 |   3.42e+02 |  -1.39e+05 |   1.63e+04 |   2.81e+04 |    5.67e+02 |    1.96e+05 |   -3.80e+01 |   1.33e-06 |   2.84e-01 |     73610.04 |    93.58 |  1574m 02s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 47750 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 19:16:33
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
