Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 25850 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-02 21:45:19
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 25851/100000
Current learning rate: 1.738460e-04
Lowest loss so far: 2.246258e+02
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   25900 |   1.86e+05 |   5.96e+02 |   2.62e+06 |   4.81e+04 |   8.95e+04 |    1.87e+03 |    4.93e+04 |    2.43e+02 |   1.74e-04 |   2.84e-01 |     18222.15 |   119.05 |  2940m 26s | Model saved         
   25950 |   1.87e+05 |   5.98e+02 |   2.59e+06 |   4.85e+04 |   8.95e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.74e-04 |   2.84e-01 |     18222.15 |   127.91 |  3047m 53s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 25950 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-02 21:51:57
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 25951/100000
Current learning rate: 1.738460e-04
Lowest loss so far: 2.246258e+02
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   26000 |   1.86e+05 |   6.11e+02 |   2.99e+06 |   4.87e+04 |   9.04e+04 |    1.87e+03 |    5.02e+04 |    2.80e+02 |   1.74e-04 |   2.70e-01 |     18222.15 |   130.08 |  3208m 32s | Model saved         
   26050 |   1.87e+05 |   6.10e+02 |   2.60e+06 |   4.93e+04 |   8.93e+04 |    1.86e+03 |    5.05e+04 |    2.40e+02 |   1.74e-04 |   2.70e-01 |     18222.15 |   116.55 |  3039m 37s | Model saved         
   26100 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   4.91e+04 |   9.01e+04 |    1.87e+03 |    5.00e+04 |    2.42e+02 |   1.74e-04 |   2.70e-01 |     18222.15 |   104.27 |  2881m 14s | Model saved         
   26150 |   1.88e+05 |   6.13e+02 |   2.59e+06 |   4.89e+04 |   8.99e+04 |    1.87e+03 |    4.96e+04 |    2.40e+02 |   1.65e-04 |   2.70e-01 |     18222.15 |   115.33 |  2869m 15s | Model saved         
   26200 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   4.91e+04 |   9.01e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   1.65e-04 |   2.70e-01 |     18222.15 |   106.01 |  2815m 25s | Model saved         
   26250 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   4.90e+04 |   8.99e+04 |    1.87e+03 |    4.94e+04 |    2.40e+02 |   1.65e-04 |   2.70e-01 |     18222.15 |   114.91 |  2815m 24s | Model saved         
   26300 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   4.91e+04 |   9.00e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   1.65e-04 |   2.70e-01 |     18222.15 |   140.93 |  2906m 09s | Model saved         
   26350 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   4.90e+04 |   8.99e+04 |    1.87e+03 |    4.95e+04 |    2.40e+02 |   1.57e-04 |   2.70e-01 |     18222.15 |   137.06 |  2961m 46s | Model saved         
   26400 |   1.86e+05 |   6.15e+02 |   2.61e+06 |   4.91e+04 |   9.00e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.57e-04 |   2.70e-01 |     18222.15 |   105.20 |  2917m 39s | Model saved         
   26450 |   1.88e+05 |   6.11e+02 |   2.59e+06 |   4.91e+04 |   8.98e+04 |    1.87e+03 |    4.95e+04 |    2.40e+02 |   1.57e-04 |   2.70e-01 |     18222.15 |   115.25 |  2906m 40s | Model saved         
   26500 |   1.86e+05 |   6.15e+02 |   2.61e+06 |   4.91e+04 |   9.01e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.57e-04 |   2.70e-01 |     18222.15 |   105.61 |  2875m 52s | Model saved         
   26550 |   1.88e+05 |   6.10e+02 |   2.59e+06 |   4.93e+04 |   8.97e+04 |    1.87e+03 |    4.95e+04 |    2.40e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   114.91 |  2868m 52s | Model saved         
   26600 |   1.86e+05 |   6.15e+02 |   2.61e+06 |   4.89e+04 |   9.01e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   104.70 |  2843m 26s | Model saved         
   26650 |   1.88e+05 |   6.09e+02 |   2.59e+06 |   4.92e+04 |   8.97e+04 |    1.86e+03 |    4.95e+04 |    2.40e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   112.90 |  2835m 43s | Model saved         
   26700 |   1.86e+05 |   6.14e+02 |   2.61e+06 |   4.90e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.42e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   103.65 |  2813m 42s | Model saved         
   26750 |   1.88e+05 |   6.09e+02 |   2.59e+06 |   4.91e+04 |   8.97e+04 |    1.86e+03 |    4.95e+04 |    2.40e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   112.02 |  2806m 59s | Model saved         
   26800 |   1.86e+05 |   6.15e+02 |   2.61e+06 |   4.90e+04 |   9.01e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   104.73 |  2790m 24s | Model saved         
   26850 |   1.88e+05 |   6.09e+02 |   2.59e+06 |   4.92e+04 |   8.96e+04 |    1.86e+03 |    4.95e+04 |    2.40e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   136.94 |  2819m 05s | Model saved         
   26900 |   1.86e+05 |   6.14e+02 |   2.61e+06 |   4.89e+04 |   9.00e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.49e-04 |   2.70e-01 |     18222.15 |   103.14 |  2801m 09s | Model saved         
   26950 |   1.88e+05 |   6.08e+02 |   2.59e+06 |   4.93e+04 |   8.96e+04 |    1.86e+03 |    4.95e+04 |    2.40e+02 |   1.42e-04 |   2.70e-01 |     18222.15 |   112.34 |  2796m 03s | Model saved         
   27000 |   1.86e+05 |   6.14e+02 |   2.61e+06 |   4.89e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   103.30 |  2780m 47s | Model saved         
   27050 |   1.88e+05 |   6.14e+02 |   2.59e+06 |   5.01e+04 |   8.96e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   115.41 |  2780m 08s | Model saved         
   27100 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   4.98e+04 |   9.00e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   103.31 |  2766m 35s | Model saved         
   27150 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.01e+04 |   8.95e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   112.52 |  2763m 21s | Model saved         
   27200 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   4.97e+04 |   9.00e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   103.08 |  2751m 02s | Model saved         
   27250 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.00e+04 |   8.95e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   113.51 |  2749m 17s | Model saved         
   27300 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   4.96e+04 |   8.99e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   106.15 |  2740m 55s | Model saved         
   27350 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.00e+04 |   8.95e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   115.28 |  2740m 54s | Model saved         
   27400 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   4.97e+04 |   9.00e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   104.42 |  2731m 43s | Model saved         
   27450 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.00e+04 |   8.95e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   113.18 |  2730m 04s | Model saved         
   27500 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   4.97e+04 |   8.99e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   103.96 |  2721m 14s | Model saved         
   27550 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.01e+04 |   8.94e+04 |    1.86e+03 |    4.96e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   113.32 |  2719m 53s | Model saved         
   27600 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   4.97e+04 |   8.99e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   103.84 |  2711m 35s | Model saved         
   27650 |   1.88e+05 |   6.11e+02 |   2.59e+06 |   5.00e+04 |   8.94e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   113.17 |  2710m 18s | Model saved         
   27700 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   4.97e+04 |   8.99e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   104.47 |  2702m 58s | Model saved         
   27750 |   1.88e+05 |   6.10e+02 |   2.59e+06 |   5.01e+04 |   8.94e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   113.40 |  2701m 56s | Model saved         
   27800 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   4.98e+04 |   8.99e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.42e-04 |   2.56e-01 |     18222.15 |   104.21 |  2694m 53s | Model saved         
   27850 |   1.88e+05 |   6.12e+02 |   2.59e+06 |   5.01e+04 |   8.94e+04 |    1.86e+03 |    4.96e+04 |    2.40e+02 |   1.35e-04 |   2.56e-01 |     18222.15 |   113.31 |  2693m 51s | Model saved         
   27900 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   4.97e+04 |   8.98e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.35e-04 |   2.56e-01 |     18222.15 |   104.20 |  2687m 10s | Model saved         
   27950 |   1.88e+05 |   6.11e+02 |   2.59e+06 |   5.01e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.40e+02 |   1.35e-04 |   2.56e-01 |     18222.15 |   114.99 |  2687m 13s | Model saved         
   28000 |   1.86e+05 |   6.16e+02 |   2.61e+06 |   4.97e+04 |   8.98e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.35e-04 |   2.43e-01 |     18222.15 |   104.80 |  2681m 12s | Model saved         
   28050 |   1.88e+05 |   6.16e+02 |   2.59e+06 |   5.09e+04 |   8.94e+04 |    1.86e+03 |    4.98e+04 |    2.40e+02 |   1.35e-04 |   2.43e-01 |     18222.15 |   116.46 |  2682m 03s | Model saved         
   28100 |   1.86e+05 |   6.23e+02 |   2.61e+06 |   5.03e+04 |   8.99e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   1.35e-04 |   2.43e-01 |     18222.15 |   104.46 |  2676m 05s | Model saved         
   28150 |   1.88e+05 |   6.15e+02 |   2.59e+06 |   5.08e+04 |   8.93e+04 |    1.86e+03 |    4.98e+04 |    2.40e+02 |   1.28e-04 |   2.43e-01 |     18222.15 |   113.26 |  2675m 06s | Model saved         
   28200 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.06e+04 |   8.98e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   1.28e-04 |   2.43e-01 |     18222.15 |   104.14 |  2669m 13s | Model saved         
   28250 |   1.88e+05 |   6.15e+02 |   2.59e+06 |   5.07e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.28e-04 |   2.43e-01 |     18222.15 |   113.26 |  2668m 16s | Model saved         
   28300 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   5.05e+04 |   8.98e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.28e-04 |   2.43e-01 |     18222.15 |   105.03 |  2663m 05s | Model saved         
   28350 |   1.88e+05 |   6.14e+02 |   2.59e+06 |   5.09e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |   113.45 |  2662m 14s | Model saved         
   28400 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   5.05e+04 |   8.97e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |   103.28 |  2656m 23s | Model saved         
   28450 |   1.87e+05 |   6.11e+02 |   2.59e+06 |   5.07e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |   112.55 |  2655m 07s | Model saved         
   28500 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   5.04e+04 |   8.97e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |   100.23 |  2648m 05s | Model saved         
   28550 |   1.87e+05 |   6.12e+02 |   2.59e+06 |   5.06e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |   106.64 |  2644m 11s | Model saved         
   28600 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   5.04e+04 |   8.97e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.21e-04 |   2.43e-01 |     18222.15 |    97.17 |  2636m 07s | Model saved         
   28650 |   1.87e+05 |   6.12e+02 |   2.59e+06 |   5.07e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |   107.20 |  2632m 42s | Model saved         
   28700 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   5.03e+04 |   8.96e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |    96.92 |  2624m 54s | Model saved         
   28750 |   1.87e+05 |   6.11e+02 |   2.59e+06 |   5.09e+04 |   8.91e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |   106.19 |  2621m 16s | Model saved         
   28800 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   5.03e+04 |   8.96e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |    96.97 |  2613m 50s | Model saved         
   28850 |   1.87e+05 |   6.11e+02 |   2.59e+06 |   5.08e+04 |   8.91e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |   106.10 |  2610m 21s | Model saved         
   28900 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   5.05e+04 |   8.96e+04 |    1.86e+03 |    4.95e+04 |    2.42e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |    97.06 |  2603m 18s | Model saved         
   28950 |   1.87e+05 |   6.11e+02 |   2.59e+06 |   5.10e+04 |   8.91e+04 |    1.86e+03 |    4.97e+04 |    2.40e+02 |   1.15e-04 |   2.43e-01 |     18222.15 |   106.08 |  2599m 59s | Model saved         
   29000 |   1.86e+05 |   6.18e+02 |   2.61e+06 |   5.05e+04 |   8.96e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.15e-04 |   2.31e-01 |     18222.15 |    96.92 |  2593m 10s | Model saved         
   29050 |   1.87e+05 |   6.17e+02 |   2.59e+06 |   5.17e+04 |   8.91e+04 |    1.86e+03 |    4.98e+04 |    2.40e+02 |   1.10e-04 |   2.31e-01 |     18222.15 |   109.92 |  2591m 28s | Model saved         
   29100 |   1.86e+05 |   6.23e+02 |   2.61e+06 |   5.14e+04 |   8.96e+04 |    1.86e+03 |    4.97e+04 |    2.42e+02 |   1.10e-04 |   2.31e-01 |     18222.15 |    97.24 |  2585m 01s | Model saved         
   29150 |   1.87e+05 |   6.15e+02 |   2.59e+06 |   5.19e+04 |   8.90e+04 |    1.85e+03 |    4.98e+04 |    2.40e+02 |   1.10e-04 |   2.31e-01 |     18222.15 |   112.62 |  2584m 23s | Model saved         
   29200 |   1.86e+05 |   6.22e+02 |   2.61e+06 |   5.14e+04 |   8.96e+04 |    1.86e+03 |    4.97e+04 |    2.42e+02 |   1.10e-04 |   2.31e-01 |     18222.15 |   108.94 |  2582m 23s | Model saved         
   29250 |   1.87e+05 |   6.16e+02 |   2.59e+06 |   5.18e+04 |   8.90e+04 |    1.85e+03 |    4.98e+04 |    2.40e+02 |   1.04e-04 |   2.31e-01 |     18222.15 |   127.23 |  2586m 55s | Model saved         
   29300 |   1.86e+05 |   6.22e+02 |   2.61e+06 |   5.14e+04 |   8.96e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.04e-04 |   2.31e-01 |     18222.15 |    98.50 |  2581m 09s | Model saved         
   29350 |   1.87e+05 |   6.14e+02 |   2.59e+06 |   5.19e+04 |   8.90e+04 |    1.85e+03 |    4.97e+04 |    2.40e+02 |   1.04e-04 |   2.31e-01 |     18222.15 |   106.38 |  2578m 15s | Model saved         
   29400 |   1.86e+05 |   6.22e+02 |   2.61e+06 |   5.13e+04 |   8.95e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   1.04e-04 |   2.31e-01 |     18222.15 |    97.25 |  2572m 15s | Model saved         
   29450 |   1.87e+05 |   6.13e+02 |   2.59e+06 |   5.19e+04 |   8.89e+04 |    1.85e+03 |    4.97e+04 |    2.40e+02 |   9.89e-05 |   2.31e-01 |     18222.15 |   106.32 |  2569m 26s | Model saved         
   29500 |   1.86e+05 |   6.21e+02 |   2.61e+06 |   5.13e+04 |   8.96e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   9.89e-05 |   2.31e-01 |     18222.15 |    97.20 |  2563m 37s | Model saved         
   29550 |   1.87e+05 |   6.13e+02 |   2.59e+06 |   5.18e+04 |   8.88e+04 |    1.85e+03 |    4.98e+04 |    2.40e+02 |   9.89e-05 |   2.31e-01 |     18222.15 |   106.45 |  2560m 56s | Model saved         
   29600 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.14e+04 |   8.95e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   9.89e-05 |   2.31e-01 |     18222.15 |    98.00 |  2555m 34s | Model saved         
   29650 |   1.87e+05 |   6.12e+02 |   2.59e+06 |   5.20e+04 |   8.88e+04 |    1.85e+03 |    4.97e+04 |    2.40e+02 |   9.39e-05 |   2.31e-01 |     18222.15 |   107.42 |  2553m 17s | Model saved         
   29700 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.12e+04 |   8.95e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   9.39e-05 |   2.31e-01 |     18222.15 |    97.50 |  2547m 55s | Model saved         
   29750 |   1.87e+05 |   6.13e+02 |   2.59e+06 |   5.18e+04 |   8.88e+04 |    1.85e+03 |    4.97e+04 |    2.40e+02 |   9.39e-05 |   2.31e-01 |     18222.15 |   106.33 |  2545m 21s | Model saved         
   29800 |   1.86e+05 |   6.21e+02 |   2.61e+06 |   5.12e+04 |   8.95e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   9.39e-05 |   2.31e-01 |     18222.15 |    98.04 |  2540m 18s | Model saved         
   29850 |   1.87e+05 |   6.12e+02 |   2.59e+06 |   5.20e+04 |   8.87e+04 |    1.85e+03 |    4.98e+04 |    2.40e+02 |   8.92e-05 |   2.31e-01 |     18222.15 |   107.39 |  2538m 09s | Model saved         
   29900 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.14e+04 |   8.95e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   8.92e-05 |   2.31e-01 |     18222.15 |    97.25 |  2533m 00s | Model saved         
   29950 |   1.87e+05 |   6.14e+02 |   2.59e+06 |   5.19e+04 |   8.86e+04 |    1.85e+03 |    4.98e+04 |    2.40e+02 |   8.92e-05 |   2.31e-01 |     18222.15 |   106.41 |  2530m 37s | Model saved         
   30000 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   5.14e+04 |   8.95e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   8.92e-05 |   2.20e-01 |     18222.15 |    97.80 |  2525m 45s | Model saved         
   30050 |   1.87e+05 |   6.21e+02 |   2.59e+06 |   5.27e+04 |   8.87e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   8.48e-05 |   2.20e-01 |     18222.15 |   109.55 |  2524m 19s | Model saved         
   30100 |   1.86e+05 |   6.26e+02 |   2.61e+06 |   5.22e+04 |   8.95e+04 |    1.86e+03 |    4.96e+04 |    2.42e+02 |   8.48e-05 |   2.20e-01 |     18222.15 |    97.42 |  2519m 28s | Model saved         
   30150 |   1.87e+05 |   6.19e+02 |   2.59e+06 |   5.28e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   8.48e-05 |   2.20e-01 |     18222.15 |   106.17 |  2517m 08s | Model saved         
   30200 |   1.86e+05 |   6.25e+02 |   2.61e+06 |   5.22e+04 |   8.94e+04 |    1.86e+03 |    4.97e+04 |    2.42e+02 |   8.48e-05 |   2.20e-01 |     18222.15 |    97.39 |  2512m 23s | Model saved         
   30250 |   1.87e+05 |   6.21e+02 |   2.59e+06 |   5.29e+04 |   8.87e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   8.05e-05 |   2.20e-01 |     18222.15 |   106.19 |  2510m 06s | Model saved         
   30300 |   1.86e+05 |   6.22e+02 |   2.61e+06 |   5.24e+04 |   8.94e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   8.05e-05 |   2.20e-01 |     18222.15 |    97.23 |  2505m 27s | Model saved         
   30350 |   1.87e+05 |   6.19e+02 |   2.59e+06 |   5.28e+04 |   8.87e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   8.05e-05 |   2.20e-01 |     18222.15 |   106.38 |  2503m 16s | Model saved         
   30400 |   1.86e+05 |   6.23e+02 |   2.61e+06 |   5.23e+04 |   8.94e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   8.05e-05 |   2.20e-01 |     18222.15 |    97.67 |  2498m 49s | Model saved         
   30450 |   1.87e+05 |   6.17e+02 |   2.59e+06 |   5.30e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   7.65e-05 |   2.20e-01 |     18222.15 |   106.45 |  2496m 42s | Model saved         
   30500 |   1.86e+05 |   6.21e+02 |   2.61e+06 |   5.22e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   7.65e-05 |   2.20e-01 |     18222.15 |    97.45 |  2492m 18s | Model saved         
   30550 |   1.87e+05 |   6.17e+02 |   2.59e+06 |   5.31e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   7.65e-05 |   2.20e-01 |     18222.15 |   106.31 |  2490m 11s | Model saved         
   30600 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.27e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   7.65e-05 |   2.20e-01 |     18222.15 |    97.53 |  2485m 54s | Model saved         
   30650 |   1.87e+05 |   6.18e+02 |   2.59e+06 |   5.31e+04 |   8.87e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   7.27e-05 |   2.20e-01 |     18222.15 |   106.16 |  2483m 47s | Model saved         
