Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
No model checkpoint file found in saved_models/4_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 02:57:30
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
   14950 |   3.74e+05 |   5.31e+02 |  -6.53e+07 |   3.73e+04 |   1.09e+05 |    2.31e+03 |    5.95e+04 |   -6.55e+03 |   2.92e-03 |   2.44e-01 |     18268.29 |    81.83 |  2372m 21s | Model saved         
   15000 |   3.72e+05 |   5.18e+02 |  -6.55e+07 |   3.67e+04 |   1.08e+05 |    2.27e+03 |    5.58e+04 |   -6.57e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    74.92 |  2370m 08s | Model saved (best)  
   15050 |   3.72e+05 |   5.05e+02 |  -6.53e+07 |   3.78e+04 |   1.07e+05 |    2.27e+03 |    5.81e+04 |   -6.55e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    83.57 |  2368m 44s | Model saved         
   15100 |   3.70e+05 |   5.00e+02 |  -6.55e+07 |   3.81e+04 |   1.06e+05 |    2.24e+03 |    5.60e+04 |   -6.57e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    74.71 |  2366m 30s | Model saved (best)  
   15150 |   3.73e+05 |   5.28e+02 |  -6.53e+07 |   3.85e+04 |   1.08e+05 |    2.27e+03 |    5.86e+04 |   -6.55e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    81.99 |  2364m 57s | Model saved         
   15200 |   3.71e+05 |   5.05e+02 |  -6.55e+07 |   3.89e+04 |   1.06e+05 |    2.25e+03 |    5.56e+04 |   -6.57e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    75.13 |  2362m 46s | Model saved         
   15250 |   3.72e+05 |   5.07e+02 |  -6.53e+07 |   3.87e+04 |   1.06e+05 |    2.26e+03 |    5.79e+04 |   -6.55e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    81.91 |  2361m 13s | Model saved         
   15300 |   3.70e+05 |   5.03e+02 |  -6.55e+07 |   3.82e+04 |   1.06e+05 |    2.24e+03 |    5.58e+04 |   -6.57e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    74.28 |  2358m 58s | Model saved         
   15350 |   3.72e+05 |   5.01e+02 |  -6.53e+07 |   3.86e+04 |   1.06e+05 |    2.25e+03 |    5.75e+04 |   -6.55e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    81.57 |  2357m 24s | Model saved         
   15400 |   3.70e+05 |   5.21e+02 |  -6.55e+07 |   3.94e+04 |   1.05e+05 |    2.23e+03 |    5.58e+04 |   -6.57e+03 |   2.92e-03 |   2.32e-01 |     18268.29 |    74.97 |  2355m 13s | Model saved         
   15450 |   3.71e+05 |   5.06e+02 |  -6.53e+07 |   3.88e+04 |   1.06e+05 |    2.24e+03 |    5.79e+04 |   -6.55e+03 |   2.77e-03 |   2.32e-01 |     18268.29 |    81.80 |  2353m 40s | Model saved         
   15500 |   3.70e+05 |   5.02e+02 |  -6.55e+07 |   3.85e+04 |   1.04e+05 |    2.22e+03 |    5.55e+04 |   -6.57e+03 |   2.77e-03 |   2.32e-01 |     18268.29 |    74.69 |  2351m 28s | Model saved (best)  
   15550 |   3.72e+05 |   5.21e+02 |  -6.53e+07 |   3.86e+04 |   1.06e+05 |    2.24e+03 |    5.77e+04 |   -6.55e+03 |   2.77e-03 |   2.32e-01 |     18268.29 |    81.00 |  2349m 51s | Model saved         
   15600 |   3.69e+05 |   4.96e+02 |  -6.55e+07 |   3.83e+04 |   1.04e+05 |    2.21e+03 |    5.52e+04 |   -6.57e+03 |   2.77e-03 |   2.32e-01 |     18268.29 |    74.85 |  2347m 41s | Model saved (best)  
   15650 |   3.70e+05 |   4.92e+02 |  -6.53e+07 |   3.78e+04 |   1.04e+05 |    2.23e+03 |    5.75e+04 |   -6.55e+03 |   2.64e-03 |   2.32e-01 |     18268.29 |    81.69 |  2346m 08s | Model saved         
   15700 |   3.70e+05 |   5.19e+02 |  -6.55e+07 |   3.86e+04 |   1.04e+05 |    2.20e+03 |    5.62e+04 |   -6.57e+03 |   2.64e-03 |   2.32e-01 |     18268.29 |    74.94 |  2343m 59s | Model saved         
   15750 |   3.70e+05 |   4.95e+02 |  -6.53e+07 |   3.91e+04 |   1.04e+05 |    2.22e+03 |    5.71e+04 |   -6.55e+03 |   2.64e-03 |   2.32e-01 |     18268.29 |    81.29 |  2342m 24s | Model saved         
   15800 |   3.69e+05 |   5.02e+02 |  -6.55e+07 |   3.84e+04 |   1.03e+05 |    2.20e+03 |    5.55e+04 |   -6.57e+03 |   2.64e-03 |   2.32e-01 |     18268.29 |    74.85 |  2340m 15s | Model saved         
   15850 |   3.70e+05 |   5.10e+02 |  -6.53e+07 |   3.96e+04 |   1.05e+05 |    2.23e+03 |    5.74e+04 |   -6.55e+03 |   2.50e-03 |   2.32e-01 |     18268.29 |    82.02 |  2338m 45s | Model saved         
   15900 |   3.69e+05 |   5.04e+02 |  -6.55e+07 |   3.79e+04 |   1.03e+05 |    2.20e+03 |    5.54e+04 |   -6.57e+03 |   2.50e-03 |   2.32e-01 |     18268.29 |    75.11 |  2336m 38s | Model saved         
   15950 |   3.69e+05 |   4.81e+02 |  -6.53e+07 |   3.92e+04 |   1.03e+05 |    2.21e+03 |    5.72e+04 |   -6.55e+03 |   2.50e-03 |   2.32e-01 |     18268.29 |    81.40 |  2335m 04s | Model saved         
   16000 |   3.68e+05 |   4.88e+02 |  -6.55e+07 |   3.84e+04 |   1.02e+05 |    2.18e+03 |    5.51e+04 |   -6.57e+03 |   2.50e-03 |   2.20e-01 |     18268.29 |    74.98 |  2332m 57s | Model saved (best)  
   16050 |   3.71e+05 |   5.09e+02 |  -6.53e+07 |   3.98e+04 |   1.04e+05 |    2.21e+03 |    5.77e+04 |   -6.55e+03 |   2.38e-03 |   2.20e-01 |     18268.29 |    84.13 |  2331m 38s | Model saved         
   16100 |   3.68e+05 |   4.85e+02 |  -6.55e+07 |   3.88e+04 |   1.02e+05 |    2.18e+03 |    5.52e+04 |   -6.57e+03 |   2.38e-03 |   2.20e-01 |     18268.29 |    75.15 |  2329m 32s | Model saved (best)  
   16150 |   3.70e+05 |   4.96e+02 |  -6.53e+07 |   3.91e+04 |   1.03e+05 |    2.21e+03 |    5.70e+04 |   -6.55e+03 |   2.38e-03 |   2.20e-01 |     18268.29 |    81.50 |  2327m 59s | Model saved         
   16200 |   3.67e+05 |   4.87e+02 |  -6.55e+07 |   4.02e+04 |   1.01e+05 |    2.17e+03 |    5.51e+04 |   -6.57e+03 |   2.38e-03 |   2.20e-01 |     18268.29 |    75.14 |  2325m 54s | Model saved         
   16250 |   3.68e+05 |   4.79e+02 |  -6.53e+07 |   3.97e+04 |   1.02e+05 |    2.19e+03 |    5.70e+04 |   -6.55e+03 |   2.26e-03 |   2.20e-01 |     18268.29 |    81.56 |  2324m 22s | Model saved         
   16300 |   3.67e+05 |   4.74e+02 |  -6.55e+07 |   3.89e+04 |   1.00e+05 |    2.16e+03 |    5.49e+04 |   -6.57e+03 |   2.26e-03 |   2.20e-01 |     18268.29 |    75.25 |  2322m 17s | Model saved (best)  
   16350 |   3.68e+05 |   4.75e+02 |  -6.53e+07 |   3.97e+04 |   1.02e+05 |    2.19e+03 |    5.66e+04 |   -6.55e+03 |   2.26e-03 |   2.20e-01 |     18268.29 |    82.06 |  2320m 48s | Model saved         
   16400 |   3.67e+05 |   4.85e+02 |  -6.55e+07 |   3.89e+04 |   1.01e+05 |    2.16e+03 |    5.51e+04 |   -6.57e+03 |   2.26e-03 |   2.20e-01 |     18268.29 |    75.13 |  2318m 44s | Model saved         
   16450 |   3.69e+05 |   4.77e+02 |  -6.53e+07 |   3.87e+04 |   1.01e+05 |    2.18e+03 |    5.66e+04 |   -6.55e+03 |   2.15e-03 |   2.20e-01 |     18268.29 |    82.13 |  2317m 15s | Model saved         
   16500 |   3.68e+05 |   4.87e+02 |  -6.55e+07 |   3.94e+04 |   1.01e+05 |    2.16e+03 |    5.49e+04 |   -6.57e+03 |   2.15e-03 |   2.20e-01 |     18268.29 |    74.80 |  2315m 09s | Model saved         
   16550 |   3.69e+05 |   4.71e+02 |  -6.53e+07 |   3.91e+04 |   1.02e+05 |    2.18e+03 |    5.62e+04 |   -6.55e+03 |   2.15e-03 |   2.20e-01 |     18268.29 |    87.20 |  2314m 06s | Model saved         
   16600 |   3.67e+05 |   4.72e+02 |  -6.55e+07 |   3.89e+04 |   9.98e+04 |    2.15e+03 |    5.46e+04 |   -6.57e+03 |   2.15e-03 |   2.20e-01 |     18268.29 |    74.91 |  2312m 01s | Model saved (best)  
   16650 |   3.68e+05 |   4.68e+02 |  -6.53e+07 |   3.96e+04 |   1.01e+05 |    2.18e+03 |    5.62e+04 |   -6.55e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    82.16 |  2310m 33s | Model saved         
   16700 |   3.66e+05 |   4.54e+02 |  -6.55e+07 |   3.97e+04 |   9.89e+04 |    2.14e+03 |    5.44e+04 |   -6.57e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    75.27 |  2308m 31s | Model saved (best)  
   16750 |   3.67e+05 |   4.49e+02 |  -6.53e+07 |   3.94e+04 |   1.00e+05 |    2.17e+03 |    5.59e+04 |   -6.55e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    81.91 |  2307m 01s | Model saved         
   16800 |   3.67e+05 |   4.81e+02 |  -6.55e+07 |   3.95e+04 |   1.00e+05 |    2.15e+03 |    5.48e+04 |   -6.57e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    75.08 |  2304m 58s | Model saved         
   16850 |   3.68e+05 |   4.62e+02 |  -6.53e+07 |   3.93e+04 |   1.00e+05 |    2.17e+03 |    5.62e+04 |   -6.55e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    82.28 |  2303m 31s | Model saved         
   16900 |   3.66e+05 |   4.47e+02 |  -6.55e+07 |   3.90e+04 |   9.83e+04 |    2.13e+03 |    5.43e+04 |   -6.57e+03 |   2.04e-03 |   2.20e-01 |     18268.29 |    75.57 |  2301m 31s | Model saved (best)  
   16950 |   3.68e+05 |   4.70e+02 |  -6.53e+07 |   3.95e+04 |   1.00e+05 |    2.17e+03 |    5.64e+04 |   -6.55e+03 |   1.94e-03 |   2.20e-01 |     18268.29 |    82.03 |  2300m 03s | Model saved         
   17000 |   3.66e+05 |   4.57e+02 |  -6.55e+07 |   3.90e+04 |   9.85e+04 |    2.13e+03 |    5.41e+04 |   -6.57e+03 |   1.94e-03 |   2.09e-01 |     18268.29 |    74.74 |  2297m 59s | Model saved         
   17050 |   3.67e+05 |   4.61e+02 |  -6.53e+07 |   3.96e+04 |   9.94e+04 |    2.16e+03 |    5.63e+04 |   -6.55e+03 |   1.94e-03 |   2.09e-01 |     18268.29 |    83.79 |  2296m 39s | Model saved         
   17100 |   3.66e+05 |   4.64e+02 |  -6.55e+07 |   4.00e+04 |   9.81e+04 |    2.12e+03 |    5.44e+04 |   -6.57e+03 |   1.94e-03 |   2.09e-01 |     18268.29 |    74.82 |  2294m 36s | Model saved         
   17150 |   3.67e+05 |   4.52e+02 |  -6.53e+07 |   4.04e+04 |   9.92e+04 |    2.15e+03 |    5.58e+04 |   -6.55e+03 |   1.94e-03 |   2.09e-01 |     18268.29 |    81.75 |  2293m 07s | Model saved         
   17200 |   3.66e+05 |   4.59e+02 |  -6.55e+07 |   4.00e+04 |   9.75e+04 |    2.12e+03 |    5.44e+04 |   -6.57e+03 |   1.94e-03 |   2.09e-01 |     18268.29 |    74.82 |  2291m 05s | Model saved         
   17250 |   3.67e+05 |   4.69e+02 |  -6.53e+07 |   4.05e+04 |   9.93e+04 |    2.15e+03 |    5.65e+04 |   -6.55e+03 |   1.84e-03 |   2.09e-01 |     18268.29 |    81.84 |  2289m 36s | Model saved         
   17300 |   3.66e+05 |   4.54e+02 |  -6.55e+07 |   4.06e+04 |   9.78e+04 |    2.12e+03 |    5.43e+04 |   -6.57e+03 |   1.84e-03 |   2.09e-01 |     18268.29 |    74.93 |  2287m 34s | Model saved         
   17350 |   3.67e+05 |   4.59e+02 |  -6.53e+07 |   4.02e+04 |   9.91e+04 |    2.15e+03 |    5.59e+04 |   -6.55e+03 |   1.84e-03 |   2.09e-01 |     18268.29 |    81.79 |  2286m 06s | Model saved         
   17400 |   3.66e+05 |   4.60e+02 |  -6.55e+07 |   3.98e+04 |   9.76e+04 |    2.12e+03 |    5.35e+04 |   -6.57e+03 |   1.84e-03 |   2.09e-01 |     18268.29 |    75.40 |  2284m 07s | Model saved         
   17450 |   3.66e+05 |   4.58e+02 |  -6.53e+07 |   3.99e+04 |   9.82e+04 |    2.14e+03 |    5.61e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    82.00 |  2282m 39s | Model saved         
   17500 |   3.65e+05 |   4.47e+02 |  -6.56e+07 |   3.96e+04 |   9.70e+04 |    2.11e+03 |    5.38e+04 |   -6.57e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    75.30 |  2280m 40s | Model saved (best)  
   17550 |   3.67e+05 |   4.63e+02 |  -6.53e+07 |   4.04e+04 |   9.86e+04 |    2.14e+03 |    5.58e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    82.13 |  2279m 14s | Model saved         
   17600 |   3.65e+05 |   4.45e+02 |  -6.56e+07 |   4.00e+04 |   9.63e+04 |    2.11e+03 |    5.39e+04 |   -6.57e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    75.22 |  2277m 14s | Model saved (best)  
   17650 |   3.67e+05 |   4.58e+02 |  -6.53e+07 |   4.05e+04 |   9.80e+04 |    2.14e+03 |    5.60e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    82.04 |  2275m 48s | Model saved         
   17700 |   3.65e+05 |   4.41e+02 |  -6.56e+07 |   4.05e+04 |   9.62e+04 |    2.10e+03 |    5.38e+04 |   -6.57e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    75.34 |  2273m 49s | Model saved (best)  
   17750 |   3.66e+05 |   4.54e+02 |  -6.53e+07 |   4.00e+04 |   9.78e+04 |    2.13e+03 |    5.59e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    82.05 |  2272m 23s | Model saved         
   17800 |   3.65e+05 |   4.47e+02 |  -6.56e+07 |   3.96e+04 |   9.63e+04 |    2.10e+03 |    5.42e+04 |   -6.57e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    75.39 |  2270m 25s | Model saved         
   17850 |   3.66e+05 |   4.47e+02 |  -6.53e+07 |   4.02e+04 |   9.78e+04 |    2.13e+03 |    5.57e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    81.61 |  2268m 57s | Model saved         
   17900 |   3.64e+05 |   4.39e+02 |  -6.56e+07 |   3.98e+04 |   9.56e+04 |    2.09e+03 |    5.38e+04 |   -6.58e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    75.46 |  2267m 00s | Model saved (best)  
   17950 |   3.66e+05 |   4.52e+02 |  -6.53e+07 |   4.10e+04 |   9.75e+04 |    2.13e+03 |    5.57e+04 |   -6.55e+03 |   1.75e-03 |   2.09e-01 |     18268.29 |    82.12 |  2265m 34s | Model saved         
   18000 |   3.64e+05 |   4.49e+02 |  -6.56e+07 |   4.02e+04 |   9.59e+04 |    2.09e+03 |    5.41e+04 |   -6.57e+03 |   1.75e-03 |   1.99e-01 |     18268.29 |    75.30 |  2263m 37s | Model saved         
   18050 |   3.66e+05 |   4.59e+02 |  -6.53e+07 |   4.09e+04 |   9.72e+04 |    2.12e+03 |    5.57e+04 |   -6.55e+03 |   1.75e-03 |   1.99e-01 |     18268.29 |    84.72 |  2262m 22s | Model saved         
   18100 |   3.64e+05 |   4.42e+02 |  -6.56e+07 |   4.02e+04 |   9.54e+04 |    2.09e+03 |    5.38e+04 |   -6.57e+03 |   1.75e-03 |   1.99e-01 |     18268.29 |    75.81 |  2260m 28s | Model saved         
   18150 |   3.66e+05 |   4.47e+02 |  -6.53e+07 |   4.03e+04 |   9.69e+04 |    2.12e+03 |    5.54e+04 |   -6.55e+03 |   1.75e-03 |   1.99e-01 |     18268.29 |    82.42 |  2259m 03s | Model saved         
   18200 |   3.65e+05 |   4.56e+02 |  -6.55e+07 |   4.10e+04 |   9.58e+04 |    2.10e+03 |    5.39e+04 |   -6.57e+03 |   1.75e-03 |   1.99e-01 |     18268.29 |    75.50 |  2257m 08s | Model saved         
   18250 |   3.66e+05 |   4.59e+02 |  -6.53e+07 |   4.05e+04 |   9.69e+04 |    2.12e+03 |    5.56e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    82.28 |  2255m 43s | Model saved         
   18300 |   3.64e+05 |   4.43e+02 |  -6.56e+07 |   4.08e+04 |   9.51e+04 |    2.09e+03 |    5.38e+04 |   -6.57e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    75.68 |  2253m 48s | Model saved         
   18350 |   3.65e+05 |   4.39e+02 |  -6.53e+07 |   4.12e+04 |   9.63e+04 |    2.11e+03 |    5.51e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    82.15 |  2252m 23s | Model saved         
   18400 |   3.65e+05 |   4.46e+02 |  -6.56e+07 |   4.07e+04 |   9.52e+04 |    2.09e+03 |    5.36e+04 |   -6.57e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    75.17 |  2250m 26s | Model saved         
   18450 |   3.65e+05 |   4.32e+02 |  -6.54e+07 |   4.07e+04 |   9.56e+04 |    2.10e+03 |    5.52e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    81.89 |  2249m 00s | Model saved         
   18500 |   3.64e+05 |   4.47e+02 |  -6.56e+07 |   4.09e+04 |   9.47e+04 |    2.08e+03 |    5.37e+04 |   -6.57e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    75.73 |  2247m 06s | Model saved         
   18550 |   3.65e+05 |   4.40e+02 |  -6.53e+07 |   4.19e+04 |   9.60e+04 |    2.11e+03 |    5.51e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    82.47 |  2245m 42s | Model saved         
   18600 |   3.64e+05 |   4.34e+02 |  -6.56e+07 |   4.17e+04 |   9.45e+04 |    2.08e+03 |    5.31e+04 |   -6.58e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    76.33 |  2243m 52s | Model saved         
   18650 |   3.65e+05 |   4.41e+02 |  -6.53e+07 |   4.14e+04 |   9.55e+04 |    2.10e+03 |    5.56e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    82.52 |  2242m 28s | Model saved         
   18700 |   3.64e+05 |   4.38e+02 |  -6.56e+07 |   4.10e+04 |   9.42e+04 |    2.07e+03 |    5.35e+04 |   -6.58e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    92.09 |  2241m 47s | Model saved         
   18750 |   3.66e+05 |   4.44e+02 |  -6.53e+07 |   4.14e+04 |   9.59e+04 |    2.10e+03 |    5.52e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    94.66 |  2241m 16s | Model saved         
   18800 |   3.64e+05 |   4.49e+02 |  -6.56e+07 |   4.12e+04 |   9.41e+04 |    2.07e+03 |    5.41e+04 |   -6.57e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    78.74 |  2239m 35s | Model saved         
   18850 |   3.66e+05 |   4.51e+02 |  -6.53e+07 |   4.14e+04 |   9.57e+04 |    2.10e+03 |    5.53e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    84.99 |  2238m 22s | Model saved         
   18900 |   3.64e+05 |   4.45e+02 |  -6.56e+07 |   4.14e+04 |   9.39e+04 |    2.06e+03 |    5.37e+04 |   -6.57e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    77.51 |  2236m 37s | Model saved         
   18950 |   3.65e+05 |   4.45e+02 |  -6.53e+07 |   4.09e+04 |   9.54e+04 |    2.10e+03 |    5.52e+04 |   -6.55e+03 |   1.66e-03 |   1.99e-01 |     18268.29 |    84.86 |  2235m 24s | Model saved         
   19000 |   3.64e+05 |   4.35e+02 |  -6.56e+07 |   4.14e+04 |   9.39e+04 |    2.07e+03 |    5.33e+04 |   -6.58e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    77.91 |  2233m 40s | Model saved (best)  
   19050 |   3.65e+05 |   4.48e+02 |  -6.53e+07 |   4.30e+04 |   9.54e+04 |    2.10e+03 |    5.56e+04 |   -6.55e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    87.97 |  2232m 40s | Model saved         
   19100 |   3.63e+05 |   4.40e+02 |  -6.56e+07 |   4.25e+04 |   9.34e+04 |    2.06e+03 |    5.34e+04 |   -6.58e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    78.20 |  2230m 58s | Model saved         
   19150 |   3.65e+05 |   4.37e+02 |  -6.53e+07 |   4.22e+04 |   9.43e+04 |    2.08e+03 |    5.53e+04 |   -6.55e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    84.37 |  2229m 42s | Model saved         
   19200 |   3.63e+05 |   4.38e+02 |  -6.56e+07 |   4.17e+04 |   9.34e+04 |    2.06e+03 |    5.36e+04 |   -6.58e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    78.22 |  2228m 00s | Model saved         
   19250 |   3.65e+05 |   4.44e+02 |  -6.53e+07 |   4.12e+04 |   9.46e+04 |    2.09e+03 |    5.53e+04 |   -6.55e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    85.24 |  2226m 48s | Model saved         
   19300 |   3.64e+05 |   4.40e+02 |  -6.56e+07 |   4.28e+04 |   9.32e+04 |    2.06e+03 |    5.33e+04 |   -6.58e+03 |   1.66e-03 |   1.89e-01 |     18268.29 |    78.09 |  2225m 06s | Model saved         
   19350 |   3.65e+05 |   4.34e+02 |  -6.54e+07 |   4.15e+04 |   9.46e+04 |    2.09e+03 |    5.49e+04 |   -6.55e+03 |   1.58e-03 |   1.89e-01 |     18268.29 |    85.15 |  2223m 53s | Model saved         
   19400 |   3.63e+05 |   4.28e+02 |  -6.56e+07 |   4.19e+04 |   9.30e+04 |    2.06e+03 |    5.28e+04 |   -6.58e+03 |   1.58e-03 |   1.89e-01 |     18268.29 |    77.60 |  2222m 09s | Model saved (best)  
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 19400 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 11:54:30
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 19401/100000
Current learning rate: 1.577792e-03
Lowest loss so far: -6.575328e+03
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   19450 |   3.63e+05 |   3.75e+02 |  -6.55e+07 |   1.75e+03 |   3.42e+04 |   7.45e+04 |   -6.56e+03 |   1.58e-03 |   5.00e-01 |      7568.62 |    80.74 |  2167m 44s | Model saved         
   19500 |   3.64e+05 |   3.59e+02 |  -6.56e+07 |   5.05e+03 |   3.60e+04 |   6.77e+04 |   -6.57e+03 |   1.58e-03 |   5.00e-01 |      7568.62 |    76.21 |  2105m 39s | Model saved         
   19550 |   3.60e+05 |   3.54e+02 |  -6.56e+07 |   2.39e+03 |   3.68e+04 |   6.50e+04 |   -6.57e+03 |   1.50e-03 |   5.00e-01 |      7568.62 |    85.36 |  2165m 58s | Model saved         
   19600 |   3.63e+05 |   3.51e+02 |  -6.55e+07 |   1.51e+03 |   3.74e+04 |   6.39e+04 |   -6.56e+03 |   1.50e-03 |   5.00e-01 |      7568.62 |    76.62 |  2136m 47s | Model saved         
   19650 |   3.61e+05 |   3.52e+02 |  -6.56e+07 |   2.11e+03 |   3.77e+04 |   6.28e+04 |   -6.57e+03 |   1.50e-03 |   5.00e-01 |      7568.62 |    86.07 |  2169m 25s | Model saved         
   19700 |   3.63e+05 |   3.51e+02 |  -6.55e+07 |   1.49e+03 |   3.79e+04 |   6.25e+04 |   -6.56e+03 |   1.50e-03 |   5.00e-01 |      7568.62 |   140.27 |  2432m 28s | Model saved         
   19750 |   3.61e+05 |   3.51e+02 |  -6.56e+07 |   2.11e+03 |   3.81e+04 |   6.17e+04 |   -6.57e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    97.06 |  2454m 35s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 19750 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:06:55
